Numero de aluno;Marital status;Application mode;Application order;Course;Daytime/evening attendance;Previous qualification;Nacionality;Mother's qualification;Father's qualification;Mother's occupation;Father's occupation;Displaced;Educational special needs;Debtor;Tuition fees up to date;Gender;Scholarship holder;Age at enrollment;International;Curricular units 1st sem (credited);Curricular units 1st sem (Dropout);Curricular units 1st sem (evaluations);Curricular units 1st sem (approved);Curricular units 1st sem (grade);Curricular units 1st sem (without evaluations);Curricular units 2nd sem (credited);Curricular units 2nd sem (Dropout);Curricular units 2nd sem (evaluations);Curricular units 2nd sem (approved);Curricular units 2nd sem (grade);Curricular units 2nd sem (without evaluations);Unemployment rate;Inflation rate;GDP
24712;Single;1st phase—general contingent;1;10;Daytime;1;1;1;1;4;4;No;No;No;1;Male;0;20;0;0;6;9;5;11.0;0;0;6;9;5;12.166666666666666;0;11.1;0.6;2.02
22395;Single;1st phase—general contingent;1;2;Daytime;1;1;22;27;10;10;Yes;No;No;1;Male;0;21;0;0;0;0;0;0.0;0;0;0;0;0;0.0;0;12.7;3.7;-1.7
22167;Married;Change in course;3;17;Evening;1;1;22;27;10;10;Yes;No;No;1;Male;0;32;0;0;5;5;0;0.0;0;0;5;5;0;0.0;0;7.6;2.6;0.32
90456;Married;Over 23 years old;1;17;Evening;12;1;23;28;8;9;No;No;No;1;Male;0;39;0;0;5;9;0;0.0;0;0;5;5;1;10.0;0;12.7;3.7;-1.7
97692;Single;Holders of other higher courses;1;7;Daytime;3;1;22;27;10;10;No;No;No;0;Male;0;33;0;0;5;6;0;0.0;0;0;5;5;0;0.0;0;12.7;3.7;-1.7
69689;Single;2nd phase—general contingent;2;14;Daytime;1;1;22;28;6;9;No;No;No;1;Male;1;20;0;0;5;5;5;12.4;0;0;5;5;4;10.75;0;9.4;-0.8;-3.12
88131;Single;1st phase—general contingent;1;4;Daytime;1;1;23;14;10;8;No;No;No;1;Male;0;19;0;0;6;8;6;15.5;0;0;6;10;6;14.1;0;16.2;0.3;-0.92
47061;Married;Over 23 years old;1;17;Evening;1;1;22;27;6;9;No;No;No;0;Male;0;43;0;0;5;13;2;11.5;0;0;5;12;3;10.8;0;13.9;-0.3;0.79
72697;Married;Change in course;1;17;Evening;1;1;22;27;8;9;No;No;No;1;Male;0;49;0;0;5;7;4;13.333333333333334;0;0;5;9;4;11.6;1;16.2;0.3;-0.92
54968;Single;1st phase—general contingent;2;15;Daytime;1;1;23;28;6;8;Yes;No;No;1;Male;1;18;0;0;6;8;6;12.666666666666666;0;0;6;6;6;13.5;0;12.7;3.7;-1.7
24711;Single;Over 23 years old;1;4;Daytime;1;1;1;27;29;44;No;No;No;1;Male;0;27;0;0;6;6;0;0.0;0;0;6;6;0;0.0;0;11.1;0.6;2.02
66363;Single;1st phase—general contingent;1;9;Daytime;1;1;1;14;10;10;Yes;No;No;1;Male;1;19;0;0;5;8;5;12.6;0;0;5;9;5;13.6;0;8.9;1.4;3.51
89549;Single;Over 23 years old;1;5;Daytime;1;1;22;27;10;11;No;No;Yes;1;Male;1;45;0;0;6;6;6;13.5;0;0;6;6;0;0.0;0;16.2;0.3;-0.92
83557;Single;International student (bachelor);1;14;Daytime;1;1;22;10;10;10;Yes;No;No;0;Male;0;19;0;0;6;6;6;13.0;0;0;6;8;6;13.0;0;13.9;-0.3;0.79
47016;Single; Technological specialization diploma holders;1;4;Daytime;14;1;1;3;10;7;No;No;No;1;Male;1;21;0;0;6;15;6;11.714285714285714;0;0;6;8;4;11.75;0;13.9;-0.3;0.79
59274;Single;1st phase—general contingent;1;14;Daytime;1;1;1;1;6;10;No;No;No;1;Male;1;18;0;0;6;8;6;12.166666666666666;0;0;6;7;5;13.0;0;13.9;-0.3;0.79
54685;Single;2nd phase—general contingent;3;9;Daytime;1;1;22;27;6;8;No;No;No;1;Male;0;18;0;0;5;10;0;0.0;1;0;5;13;0;0.0;0;9.4;-0.8;-3.12
54047;Single;2nd phase—general contingent;1;11;Daytime;1;1;22;27;6;2;No;No;No;0;Male;0;29;0;0;6;12;0;0.0;0;0;6;6;0;0.0;6;9.4;-0.8;-3.12
63887;Single;1st phase—general contingent;1;14;Daytime;1;1;1;1;5;10;No;No;No;1;Male;0;19;0;0;5;6;5;11.5;0;0;5;5;5;11.6;0;9.4;-0.8;-3.12
9046;Single;1st phase—general contingent;1;9;Daytime;1;1;13;14;10;8;Yes;No;No;1;Male;1;18;0;0;5;7;4;11.25;0;0;5;6;4;12.25;0;12.4;0.5;1.79
89225;Single; Technological specialization diploma holders;1;5;Daytime;14;1;1;1;10;10;No;No;No;1;Male;1;22;0;2;7;7;7;12.285714285714286;0;5;9;10;8;12.375;0;12.4;0.5;1.79
79176;Single;2nd phase—general contingent;6;12;Daytime;1;1;1;1;5;4;Yes;No;No;1;Male;1;18;0;0;7;7;7;12.718571428571428;0;0;8;11;8;12.805555555555555;0;11.1;0.6;2.02
38663;Single; Technological specialization diploma holders;1;8;Daytime;14;1;1;14;5;8;No;No;No;1;Male;0;20;0;2;6;12;5;12.4;0;1;6;11;2;15.0;0;13.9;-0.3;0.79
71157;Single;1st phase—general contingent;1;2;Daytime;1;1;13;14;2;2;Yes;No;No;1;Male;0;20;0;0;0;0;0;0.0;0;0;0;0;0;0.0;0;10.8;1.4;1.74
4134;Divorced;Over 23 years old;1;14;Daytime;12;1;22;27;10;8;No;No;Yes;1;Male;1;29;0;0;6;16;1;14.0;0;0;6;7;0;0.0;0;11.1;0.6;2.02
13280;Single;Over 23 years old;1;14;Daytime;1;1;9;9;12;5;Yes;No;No;1;Male;0;29;0;0;5;10;3;11.666666666666666;0;0;5;8;4;11.25;0;7.6;2.6;0.32
14863;Single;Change in course;1;15;Daytime;1;1;1;1;5;6;Yes;No;No;1;Male;0;23;0;0;6;15;1;13.0;0;0;6;8;4;11.25;0;9.4;-0.8;-3.12
97012;Single;2nd phase—general contingent;1;2;Daytime;1;1;3;10;3;10;Yes;No;Yes;1;Male;0;19;0;0;0;0;0;0.0;0;0;0;0;0;0.0;0;10.8;1.4;1.74
86412;Single;1st phase—general contingent;1;7;Daytime;1;1;23;28;10;10;Yes;No;No;1;Male;0;18;0;0;5;10;0;0.0;0;0;5;11;1;12.0;3;7.6;2.6;0.32
67822;Married;Transfer;1;11;Daytime;1;1;2;2;19;17;Yes;No;No;1;Male;0;22;0;2;6;13;4;11.5;0;2;6;12;2;12.5;0;7.6;2.6;0.32
65183;Single;Change in course;1;17;Evening;1;1;22;27;10;10;Yes;No;Yes;1;Male;0;34;0;6;10;10;7;11.714285714285714;0;4;10;10;6;11.5;0;10.8;1.4;1.74
78771;Single;Change in course;1;17;Evening;4;1;3;3;3;2;No;No;No;1;Male;0;26;0;0;5;7;5;12.6;0;0;5;7;5;13.714285714285714;0;13.9;-0.3;0.79
11236;Single;2nd phase—general contingent;1;2;Daytime;1;1;22;27;8;10;Yes;No;No;1;Male;0;24;0;12;17;19;13;11.642857142857142;0;12;17;25;12;11.25;0;11.1;0.6;2.02
85642;Single;1st phase—general contingent;1;14;Daytime;1;1;1;1;10;9;Yes;No;No;1;Male;1;17;0;0;6;8;6;14.875;0;0;6;8;6;13.428571428571429;0;11.1;0.6;2.02
56999;Single;Change in course;4;14;Daytime;1;1;3;3;5;5;No;No;No;1;Male;0;21;0;0;5;11;2;10.0;0;0;5;10;3;10.333333333333334;0;9.4;-0.8;-3.12
2207;Married;Over 23 years old;1;17;Evening;1;1;1;4;5;3;No;No;No;1;Male;0;34;0;0;5;5;5;14.2;0;0;5;5;5;14.6;0;12.7;3.7;-1.7
6094;Single; Technological specialization diploma holders;1;4;Daytime;14;1;13;28;7;8;Yes;No;No;1;Male;0;19;0;0;6;8;6;12.714285714285714;0;0;6;9;6;13.5;0;12.4;0.5;1.79
28570;Married;Over 23 years old;1;4;Daytime;1;1;1;3;5;3;No;No;Yes;0;Male;0;49;0;4;12;16;5;11.6;0;2;7;7;5;11.2;0;8.9;1.4;3.51
27583;Single;Change in course;1;12;Daytime;1;1;2;4;5;6;No;No;No;1;Male;0;23;0;0;7;14;5;11.94;0;0;7;14;6;12.2;0;13.9;-0.3;0.79
41752;Single;3rd phase—general contingent;3;7;Daytime;1;1;1;14;10;9;Yes;No;No;1;Male;0;18;0;0;5;10;4;11.6;0;0;5;9;3;14.2;0;12.4;0.5;1.79
20112;Single;1st phase—general contingent;1;12;Daytime;1;1;10;1;5;11;No;No;No;1;Male;0;20;0;0;7;9;5;12.7;0;0;8;9;7;13.475;0;13.9;-0.3;0.79
66926;Single;1st phase—general contingent;3;14;Daytime;1;1;3;1;3;4;Yes;No;No;1;Male;0;19;0;0;6;6;6;13.333333333333334;0;0;6;9;5;13.8;0;8.9;1.4;3.51
13783;Single;Transfer;1;4;Daytime;14;1;3;1;3;7;Yes;No;No;1;Male;0;24;0;4;9;13;8;13.333333333333334;0;5;10;12;9;13.11111111111111;0;16.2;0.3;-0.92
33638;Single;1st phase—general contingent;1;9;Daytime;1;1;1;28;5;8;Yes;No;No;1;Male;0;18;0;0;5;5;5;13.4;0;0;5;5;5;15.0;0;8.9;1.4;3.51
89507;Married;Over 23 years old;1;11;Daytime;12;1;19;24;1;1;No;No;Yes;0;Male;0;45;0;0;6;12;0;0.0;0;0;6;12;0;0.0;0;9.4;-0.8;-3.12
14068;Single;Over 23 years old;1;17;Evening;1;1;19;24;1;1;Yes;No;No;1;Male;0;30;0;0;5;5;2;11.0;0;0;5;5;0;0.0;0;7.6;2.6;0.32
67312;Single;Change in institution/course;1;17;Evening;14;1;1;4;5;11;No;No;No;1;Male;0;28;0;13;15;17;13;12.0;0;9;13;13;9;11.333333333333334;0;8.9;1.4;3.51
25743;Single;Over 23 years old;1;17;Evening;1;1;22;27;10;10;No;No;No;1;Male;0;40;0;0;5;0;0;0.0;0;0;5;0;0;0.0;0;12.7;3.7;-1.7
9486;Single;Over 23 years old;2;9;Daytime;12;1;23;14;5;11;No;No;No;0;Male;0;32;0;0;5;5;0;0.0;0;0;5;9;0;0.0;0;10.8;1.4;1.74
79315;Single;2nd phase—general contingent;5;11;Daytime;1;1;13;27;6;6;Yes;No;No;1;Male;0;19;0;0;6;12;4;12.5;0;0;6;12;4;10.25;0;7.6;2.6;0.32
27283;Single;1st phase—general contingent;1;5;Daytime;1;1;1;14;4;10;Yes;No;No;1;Male;0;20;0;0;6;7;6;13.666666666666666;0;0;6;7;6;12.166666666666666;1;16.2;0.3;-0.92
98923;Single;2nd phase—general contingent;1;7;Daytime;1;1;1;3;5;3;No;No;No;1;Male;0;18;0;0;5;10;1;10.0;0;0;5;7;0;0.0;0;9.4;-0.8;-3.12
53902;Single;2nd phase—general contingent;1;14;Daytime;1;1;23;27;10;10;No;No;No;0;Male;0;20;0;0;6;6;6;11.5;0;0;6;9;2;13.0;0;10.8;1.4;1.74
18106;Single;Over 23 years old;1;17;Evening;1;1;22;28;10;5;No;No;No;1;Male;0;39;0;0;5;7;4;12.25;0;0;5;7;4;12.75;0;15.5;2.8;-4.06
75488;Single;2nd phase—general contingent;1;6;Daytime;1;1;13;28;5;9;No;No;No;0;Male;0;19;0;0;6;11;5;13.6;0;0;6;11;5;13.666666666666666;0;11.1;0.6;2.02
23989;Single;Over 23 years old;1;17;Evening;9;1;22;27;10;10;No;No;No;1;Male;0;38;0;0;5;11;2;10.5;0;0;5;9;3;11.333333333333334;1;7.6;2.6;0.32
66202;Single;2nd phase—general contingent;3;12;Daytime;1;1;13;27;5;10;Yes;No;No;1;Male;1;18;0;0;7;7;6;13.266666666666666;0;0;7;7;6;13.266666666666666;0;7.6;2.6;0.32
39148;Single;2nd phase—general contingent;4;12;Daytime;1;1;13;28;10;7;Yes;No;No;1;Male;1;18;0;0;7;8;7;12.5125;0;0;8;8;8;14.1875;0;13.9;-0.3;0.79
89697;Married;Change in course;1;8;Daytime;7;1;19;24;1;1;No;No;No;1;Male;0;28;0;0;5;9;0;0.0;0;0;5;5;0;0.0;0;7.6;2.6;0.32
13167;Single;Over 23 years old;1;14;Daytime;1;1;22;27;10;10;Yes;No;No;0;Male;0;31;0;0;6;14;0;0.0;0;0;6;6;0;0.0;0;12.7;3.7;-1.7
38991;Single;1st phase—general contingent;1;12;Daytime;1;1;2;14;4;10;No;No;No;1;Male;0;23;0;0;7;7;6;13.483333333333334;0;0;7;7;6;13.483333333333334;0;7.6;2.6;0.32
46742;Single;1st phase—general contingent;1;12;Daytime;1;1;23;14;32;44;Yes;No;No;1;Male;0;21;0;0;7;9;6;12.565;0;0;8;12;5;12.16;0;11.1;0.6;2.02
72929;Single;Over 23 years old;1;10;Daytime;12;1;22;27;10;10;No;No;Yes;0;Male;0;33;0;0;6;8;0;0.0;0;0;5;6;0;0.0;0;16.2;0.3;-0.92
26673;Single;Change in course;1;9;Daytime;1;1;22;27;6;4;No;No;No;1;Male;0;22;0;0;5;9;3;13.0;0;0;5;9;3;11.666666666666666;0;12.7;3.7;-1.7
54733;Single; Technological specialization diploma holders;1;7;Daytime;14;1;13;27;10;10;Yes;No;Yes;1;Male;0;20;0;0;5;6;5;16.5;0;0;5;7;5;17.714285714285715;0;12.4;0.5;1.79
71824;Single;2nd phase—general contingent;1;14;Daytime;1;1;22;28;4;4;No;No;Yes;1;Male;0;19;0;0;6;7;6;13.166666666666666;0;0;6;9;5;13.2;0;8.9;1.4;3.51
68382;Single; Technological specialization diploma holders;1;6;Daytime;14;1;23;28;5;2;Yes;No;No;1;Male;0;20;0;1;6;11;6;13.8;0;1;6;7;6;13.142857142857142;0;16.2;0.3;-0.92
83529;Single;Over 23 years old;1;11;Daytime;9;1;22;27;6;8;Yes;No;No;1;Male;0;25;0;0;6;7;6;11.166666666666666;0;0;6;11;4;11.8;0;9.4;-0.8;-3.12
37177;Single;Over 23 years old;1;4;Daytime;1;1;1;1;10;5;No;No;No;0;Male;0;25;0;0;6;0;0;0.0;0;0;6;0;0;0.0;0;13.9;-0.3;0.79
83953;Single;1st phase—general contingent;4;5;Daytime;1;1;4;14;3;11;Yes;No;No;1;Male;0;19;0;0;6;7;6;12.666666666666666;0;0;6;8;6;12.142857142857142;0;9.4;-0.8;-3.12
85026;Single;1st phase—general contingent;1;14;Daytime;1;1;2;1;3;5;Yes;No;No;1;Male;0;20;0;0;5;5;5;12.6;0;0;5;6;4;14.5;1;7.6;2.6;0.32
53585;Married;Over 23 years old;1;12;Daytime;12;1;13;14;5;5;No;No;No;1;Male;0;33;0;0;7;7;5;13.06;0;0;7;9;0;0.0;0;16.2;0.3;-0.92
87268;Single;2nd phase—general contingent;5;15;Daytime;1;1;1;27;6;6;Yes;No;No;1;Male;0;19;0;0;6;7;6;13.833333333333334;0;0;6;8;6;13.625;0;7.6;2.6;0.32
77740;Single;Over 23 years old;1;8;Daytime;12;1;19;24;13;13;No;No;No;1;Male;0;31;0;0;5;5;0;0.0;0;0;5;5;0;0.0;0;7.6;2.6;0.32
88682;Single; Technological specialization diploma holders;1;7;Daytime;14;1;3;28;3;4;No;No;Yes;0;Male;0;24;0;2;6;6;2;16.0;0;2;7;7;2;16.0;0;8.9;1.4;3.51
43572;Single; Technological specialization diploma holders;1;7;Daytime;14;1;13;3;4;5;No;No;Yes;0;Male;0;23;0;0;5;5;0;0.0;0;0;5;5;0;0.0;0;15.5;2.8;-4.06
14780;Married;Over 23 years old;1;17;Evening;1;1;1;3;2;3;No;No;No;0;Male;1;26;0;0;5;12;3;10.666666666666666;0;0;5;11;3;10.666666666666666;0;9.4;-0.8;-3.12
40063;Married;Change in course;1;5;Daytime;2;1;22;27;7;7;Yes;No;No;1;Male;0;38;0;14;18;18;18;14.5;0;13;18;18;18;14.5;0;16.2;0.3;-0.92
36921;Single;1st phase—general contingent;6;7;Daytime;1;1;13;14;8;4;Yes;No;No;1;Male;1;20;0;0;5;6;5;14.0;0;0;5;7;5;13.8;0;8.9;1.4;3.51
80520;Single;2nd phase—general contingent;5;7;Daytime;1;1;1;14;10;10;Yes;No;No;1;Male;0;20;0;0;5;10;3;13.333333333333334;0;0;5;11;5;13.571428571428571;0;12.4;0.5;1.79
31065;Single;Over 23 years old;1;6;Daytime;12;1;3;1;3;6;No;No;No;1;Male;0;25;0;0;6;0;0;0.0;0;0;6;0;0;0.0;0;10.8;1.4;1.74
48798;Single;2nd phase—general contingent;2;5;Daytime;1;1;1;14;22;29;Yes;No;No;1;Male;0;19;0;0;6;9;5;12.0;0;0;6;10;4;11.2;0;8.9;1.4;3.51
52087;Single;2nd phase—general contingent;1;7;Daytime;1;1;1;28;5;6;No;No;No;1;Male;0;18;0;0;5;6;5;16.2;0;0;5;8;5;16.0;0;8.9;1.4;3.51
74341;Single;Change in course;1;17;Evening;9;1;10;10;10;10;No;No;No;1;Male;0;28;0;7;13;13;7;10.285714285714286;0;5;11;13;5;10.6;0;10.8;1.4;1.74
18291;Single;1st phase—general contingent;2;7;Daytime;1;1;13;14;10;10;Yes;No;No;1;Male;0;18;0;0;5;5;0;0.0;0;0;5;5;0;0.0;0;9.4;-0.8;-3.12
23519;Single;1st phase—general contingent;1;11;Daytime;1;1;1;28;10;10;Yes;No;No;1;Male;1;20;0;0;6;7;6;13.571428571428571;0;0;6;8;6;13.166666666666666;0;8.9;1.4;3.51
51496;Single;1st phase—general contingent;1;8;Daytime;1;1;4;3;4;4;No;No;No;1;Male;0;18;0;0;6;7;6;14.285714285714286;0;0;6;9;6;14.857142857142858;0;11.1;0.6;2.02
47901;Single;2nd phase—general contingent;3;9;Daytime;1;1;1;1;4;4;Yes;No;No;1;Male;0;19;0;0;5;7;5;10.2;0;0;5;6;4;10.5;0;12.4;0.5;1.79
22026;Single;Transfer;1;12;Daytime;1;1;13;14;10;10;No;No;Yes;1;Male;0;24;0;0;8;16;2;10.25;1;0;8;16;2;10.25;1;12.7;3.7;-1.7
52447;Single;2nd phase—general contingent;4;6;Daytime;1;1;1;3;6;6;Yes;No;No;1;Male;0;21;0;0;6;0;0;0.0;0;0;6;0;0;0.0;0;10.8;1.4;1.74
28924;Single;1st phase—general contingent;1;14;Daytime;1;1;3;27;5;8;No;No;No;1;Male;1;20;0;0;6;7;6;14.833333333333334;0;0;6;6;6;14.833333333333334;0;12.7;3.7;-1.7
51807;Single; Technological specialization diploma holders;1;4;Daytime;14;1;13;1;10;9;Yes;No;No;1;Male;0;21;0;0;6;12;5;13.625;0;0;6;6;5;12.6;0;13.9;-0.3;0.79
15940;Married;1st phase—general contingent;1;13;Daytime;1;1;13;14;31;29;No;No;Yes;1;Male;0;24;0;0;7;7;7;12.271428571428572;0;0;8;10;7;13.657142857142857;0;10.8;1.4;1.74
59047;Single;Over 23 years old;1;17;Evening;1;1;23;27;10;10;No;No;No;1;Male;0;27;0;0;5;0;0;0.0;0;0;5;0;0;0.0;0;10.8;1.4;1.74
24338;Single;2nd phase—general contingent;6;9;Daytime;1;1;22;28;10;10;Yes;No;Yes;0;Male;0;19;0;0;5;8;4;12.5;0;0;5;9;5;10.5;0;8.9;1.4;3.51
78177;Single;Over 23 years old;1;3;Evening;1;1;3;14;5;8;No;No;No;1;Male;0;39;0;3;9;10;9;13.22222222222222;0;2;7;8;7;13.142857142857142;0;8.9;1.4;3.51
83727;Single;Over 23 years old;1;1;Daytime;1;1;13;27;10;10;No;No;No;1;Male;0;25;0;0;7;13;2;15.0;0;0;7;12;2;11.5;0;12.4;0.5;1.79
7548;Single;Holders of other higher courses;1;2;Daytime;3;1;1;2;10;3;No;No;No;0;Male;0;18;0;0;0;0;0;0.0;0;0;0;0;0;0.0;0;9.4;-0.8;-3.12
6065;Single;Change in course;1;5;Daytime;1;1;1;2;10;3;No;No;No;1;Male;0;19;0;6;12;12;12;13.166666666666666;0;6;12;12;12;13.0;0;10.8;1.4;1.74
50916;Single;3rd phase—general contingent;1;15;Daytime;1;1;23;27;10;9;No;No;No;1;Male;1;21;0;0;6;8;5;13.833333333333334;0;0;6;6;4;14.0;0;13.9;-0.3;0.79
52901;Single;Holders of other higher courses;1;17;Evening;15;1;1;3;5;3;No;No;No;1;Male;0;27;0;0;5;0;0;0.0;0;0;5;0;0;0.0;0;8.9;1.4;3.51
61339;Single;1st phase—general contingent;3;9;Daytime;1;1;1;1;6;4;Yes;No;No;1;Male;0;19;0;0;5;6;0;0.0;0;0;5;6;0;0.0;0;7.6;2.6;0.32
16589;Single;2nd phase—general contingent;3;12;Daytime;1;1;3;1;3;8;Yes;No;No;1;Male;0;18;0;0;8;8;7;13.154285714285717;0;0;8;8;7;13.154285714285717;0;10.8;1.4;1.74
28655;Single;Holders of other higher courses;1;14;Daytime;3;1;16;27;4;4;Yes;No;No;1;Male;0;27;0;7;12;12;9;12.333333333333334;0;6;11;11;6;13.166666666666666;0;9.4;-0.8;-3.12
7180;Single;1st phase—general contingent;3;15;Daytime;1;1;13;28;9;4;Yes;No;Yes;1;Male;0;18;0;0;6;6;6;13.0;0;0;6;7;5;11.8;0;12.7;3.7;-1.7
15963;Single;1st phase—general contingent;1;8;Daytime;1;1;2;3;10;2;No;No;No;1;Male;0;19;0;0;5;14;2;11.5;2;0;5;8;5;11.4;3;9.4;-0.8;-3.12
22945;Single; Technological specialization diploma holders;1;4;Daytime;14;1;13;28;10;11;No;No;No;1;Male;0;19;0;0;6;15;3;13.25;0;0;6;9;1;12.0;0;13.9;-0.3;0.79
49915;Single; Technological specialization diploma holders;1;4;Daytime;14;1;13;1;2;2;No;No;No;1;Male;0;22;0;0;6;12;3;13.333333333333334;0;0;6;12;3;12.75;0;15.5;2.8;-4.06
30272;Single;1st phase—special contingent (Madeira Island);2;10;Daytime;1;1;13;28;5;6;Yes;No;No;1;Female;0;18;0;0;6;6;6;13.5;0;0;6;6;6;12.166666666666666;0;10.8;1.4;1.74
20240;Single;1st phase—special contingent (Madeira Island);4;15;Daytime;1;1;22;27;10;4;Yes;No;No;1;Female;1;18;0;0;6;7;6;12.666666666666666;0;0;6;8;5;12.8;0;10.8;1.4;1.74
25912;Single;Change in course;1;9;Daytime;1;1;4;14;3;2;No;No;No;1;Female;0;23;0;7;11;18;11;15.090909090909092;1;2;6;7;6;14.5;0;9.4;-0.8;-3.12
18464;Single;3rd phase—general contingent;4;2;Daytime;1;1;1;4;10;6;Yes;No;Yes;0;Male;0;20;0;0;0;0;0;0.0;0;0;0;0;0;0.0;0;9.4;-0.8;-3.12
32944;Single;2nd phase—general contingent;3;15;Daytime;1;1;2;1;4;4;Yes;No;No;1;Male;0;18;0;0;6;7;6;13.166666666666666;0;0;6;7;6;12.666666666666666;0;16.2;0.3;-0.92
77457;Single;1st phase—general contingent;4;15;Daytime;1;1;13;14;10;8;Yes;No;No;1;Male;0;18;0;0;6;6;6;12.833333333333334;0;0;6;8;6;12.833333333333334;0;12.4;0.5;1.79
38638;Single;2nd phase—general contingent;3;7;Daytime;1;1;1;14;20;44;Yes;No;No;1;Male;0;18;0;0;5;7;5;11.8;0;0;5;9;3;12.0;0;8.9;1.4;3.51
86460;Single;2nd phase—general contingent;2;15;Daytime;1;1;13;1;10;10;Yes;No;No;1;Male;0;20;0;0;6;6;6;11.833333333333334;0;0;6;6;6;12.166666666666666;0;12.7;3.7;-1.7
870;Single;1st phase—general contingent;3;15;Daytime;1;1;3;1;3;5;Yes;No;No;1;Male;0;20;0;0;6;6;5;12.8;0;0;6;11;3;12.75;0;15.5;2.8;-4.06
53789;Single; Technological specialization diploma holders;1;5;Daytime;14;1;1;1;5;5;No;No;No;1;Male;0;21;0;2;7;7;5;11.8;0;5;9;9;5;11.0;0;12.4;0.5;1.79
667;Single;Change in course;1;2;Daytime;1;1;13;14;10;5;No;No;No;1;Male;0;22;0;0;0;0;0;0.0;0;0;0;0;0;0.0;0;13.9;-0.3;0.79
49723;Single;2nd phase—general contingent;1;7;Daytime;1;1;13;1;6;5;Yes;No;No;1;Male;0;20;0;0;5;7;5;15.8;0;0;5;7;5;14.571428571428571;0;11.1;0.6;2.02
73030;Single;1st phase—general contingent;1;2;Daytime;1;1;1;27;10;10;No;No;Yes;1;Male;0;19;0;0;0;0;0;0.0;0;0;0;0;0;0.0;0;15.5;2.8;-4.06
69505;Single; Technological specialization diploma holders;1;7;Daytime;14;1;23;14;10;6;Yes;No;No;1;Male;0;19;0;0;5;9;2;12.5;0;0;5;10;3;11.6;0;12.4;0.5;1.79
15887;Single;2nd phase—general contingent;1;14;Daytime;1;1;1;1;5;5;Yes;No;No;1;Male;0;20;0;0;6;9;6;14.666666666666666;0;0;6;7;6;13.857142857142858;0;8.9;1.4;3.51
91300;Single; Technological specialization diploma holders;1;6;Daytime;14;1;13;27;6;8;Yes;No;No;1;Male;0;19;0;2;6;10;4;12.5;0;1;6;16;2;12.0;0;12.4;0.5;1.79
2524;Single;1st phase—general contingent;1;7;Daytime;1;1;1;10;4;4;Yes;No;No;1;Male;0;19;0;0;5;7;3;12.0;0;0;6;10;2;10.5;0;11.1;0.6;2.02
84973;Single;International student (bachelor);1;7;Daytime;1;14;2;2;3;3;No;No;Yes;1;Male;0;24;1;2;8;8;7;13.142857142857142;0;1;6;8;6;11.833333333333334;0;8.9;1.4;3.51
16118;Single;2nd phase—general contingent;1;14;Daytime;1;1;13;1;6;5;No;No;Yes;1;Male;0;18;0;0;6;6;3;12.666666666666666;0;0;6;11;4;11.142857142857142;0;10.8;1.4;1.74
5741;Single;1st phase—general contingent;1;7;Daytime;1;1;13;14;10;9;No;No;No;0;Male;1;18;0;0;5;6;5;15.0;0;0;5;6;5;14.2;0;8.9;1.4;3.51
69248;Single;1st phase—general contingent;1;10;Daytime;1;1;13;28;10;8;Yes;No;Yes;1;Female;0;18;0;0;6;7;5;13.6;0;0;6;7;5;11.8;0;8.9;1.4;3.51
59580;Single;2nd phase—general contingent;5;15;Daytime;1;1;1;1;8;8;Yes;No;No;1;Female;0;18;0;0;6;6;6;12.5;0;0;6;6;6;13.833333333333334;0;8.9;1.4;3.51
77665;Single;2nd phase—general contingent;1;10;Daytime;1;1;13;27;10;10;Yes;No;No;1;Female;1;21;0;0;6;7;6;13.333333333333334;0;0;6;7;6;13.5;0;12.4;0.5;1.79
11077;Single;International student (bachelor);1;6;Daytime;1;14;22;27;10;10;No;No;No;1;Female;0;18;1;0;6;13;4;12.25;0;0;6;15;5;11.0;0;11.1;0.6;2.02
41817;Single;1st phase—general contingent;1;12;Daytime;1;1;1;14;4;4;Yes;No;No;1;Female;1;18;0;0;7;7;7;15.101428571428572;0;0;8;8;8;16.09375;0;11.1;0.6;2.02
79968;Single;1st phase—general contingent;2;10;Daytime;1;1;13;27;10;10;Yes;No;No;1;Female;1;18;0;0;6;6;6;13.166666666666666;0;0;6;6;6;16.0;0;10.8;1.4;1.74
77628;Single;3rd phase—general contingent;6;3;Evening;1;1;3;14;3;5;Yes;No;No;1;Female;0;23;0;0;6;8;4;11.0;0;0;6;6;0;0.0;0;13.9;-0.3;0.79
88854;Single;1st phase—general contingent;2;9;Daytime;1;1;3;14;3;5;Yes;No;No;1;Female;0;21;0;0;5;9;3;11.666666666666666;0;0;5;9;4;11.75;0;8.9;1.4;3.51
61574;Single;1st phase—general contingent;1;10;Daytime;1;1;13;28;8;6;No;No;No;1;Female;0;20;0;0;6;13;1;10.0;0;0;6;13;1;13.0;0;9.4;-0.8;-3.12
64042;Single;2nd phase—general contingent;1;3;Evening;1;1;19;24;1;1;Yes;No;No;1;Female;0;26;0;4;7;15;7;11.571428571428571;0;2;6;14;2;11.0;0;7.6;2.6;0.32
81772;Single;1st phase—general contingent;6;15;Daytime;1;1;1;14;5;5;Yes;No;No;1;Female;1;18;0;0;6;6;6;12.166666666666666;0;0;6;10;5;11.2;0;7.6;2.6;0.32
87480;Single;1st phase—general contingent;1;2;Daytime;1;1;3;27;10;10;Yes;No;No;1;Female;0;18;0;0;0;0;0;0.0;0;0;0;0;0;0.0;0;16.2;0.3;-0.92
